Gene.name.mouse,Gene.stable.ID.mouse,Gene.description.mouse,Chromosome.scaffold.name.mouse,Gene.start..bp.mouse,Gene.end..bp.mouse,Strand.mouse,homology.type,orthology.confidence..0.low..1.high.,Gene.name.human,Gene.stable.ID.human,Gene.description.human,Chromosome.scaffold.name.human,Gene.start..bp.human,Gene.end..bp.human,Strand.1.human
Cep41,ENSMUSG00000029790,centrosomal protein 41 [Source:MGI Symbol;Acc:MGI:1891414],6,30653456,30693748,-1,ortholog_one2one,1,CEP41,ENSG00000106477,centrosomal protein 41 [Source:HGNC Symbol;Acc:HGNC:12370],7,130393771,130442433,-1
Tbx3,ENSMUSG00000018604,T-box 3 [Source:MGI Symbol;Acc:MGI:98495],5,119808734,119822789,1,ortholog_one2one,1,TBX3,ENSG00000135111,T-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11602],12,114670255,114684175,-1
Lrp8,ENSMUSG00000028613,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor [Source:MGI Symbol;Acc:MGI:1340044]",4,107659066,107734037,1,ortholog_one2one,1,LRP8,ENSG00000157193,LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700],1,53242364,53328469,-1
Ccdc28a,ENSMUSG00000059554,coiled-coil domain containing 28A [Source:MGI Symbol;Acc:MGI:2443508],10,18089424,18110746,-1,ortholog_one2one,1,CCDC28A,ENSG00000024862,coiled-coil domain containing 28A [Source:HGNC Symbol;Acc:HGNC:21098],6,138773769,138793319,1
Trpv5,ENSMUSG00000036899,"transient receptor potential cation channel, subfamily V, member 5 [Source:MGI Symbol;Acc:MGI:2429764]",6,41629107,41657703,-1,ortholog_one2one,1,TRPV5,ENSG00000127412,transient receptor potential cation channel subfamily V member 5 [Source:HGNC Symbol;Acc:HGNC:3145],7,142908101,142933746,-1
Dcun1d2,ENSMUSG00000038506,"DCN1, defective in cullin neddylation 1, domain containing 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2142792]",8,13305963,13338131,-1,ortholog_one2one,1,DCUN1D2,ENSG00000150401,defective in cullin neddylation 1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20328],13,113455819,113490951,-1
Ddn,ENSMUSG00000059213,dendrin [Source:MGI Symbol;Acc:MGI:108101],15,98701658,98707371,-1,ortholog_one2one,1,DDN,ENSG00000181418,dendrin [Source:HGNC Symbol;Acc:HGNC:24458],12,48995149,48999375,-1
Dhx16,ENSMUSG00000024422,DEAH (Asp-Glu-Ala-His) box polypeptide 16 [Source:MGI Symbol;Acc:MGI:1916442],17,36190711,36203562,1,ortholog_one2one,1,DHX16,ENSG00000204560,DEAH-box helicase 16 [Source:HGNC Symbol;Acc:HGNC:2739],6,30653119,30673006,-1
C1qtnf7,ENSMUSG00000061535,C1q and tumor necrosis factor related protein 7 [Source:MGI Symbol;Acc:MGI:1925911],5,43672881,43776145,1,ortholog_one2one,1,C1QTNF7,ENSG00000163145,C1q and TNF related 7 [Source:HGNC Symbol;Acc:HGNC:14342],4,15339818,15446167,1
Hsd17b12,ENSMUSG00000027195,hydroxysteroid (17-beta) dehydrogenase 12 [Source:MGI Symbol;Acc:MGI:1926967],2,93863034,93988309,-1,ortholog_one2one,1,HSD17B12,ENSG00000149084,hydroxysteroid 17-beta dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:18646],11,43680680,43856617,1
Olfr52,ENSMUSG00000075199,olfactory receptor 52 [Source:MGI Symbol;Acc:MGI:1333748],2,86009756,86016027,-1,ortholog_one2one,1,OR8U1,ENSG00000172199,olfactory receptor family 8 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:19611],11,56375624,56376553,1
Crppa,ENSMUSG00000043153,CDP-L-ribitol pyrophosphorylase A [Source:MGI Symbol;Acc:MGI:1923097],12,36431449,36739502,1,ortholog_one2one,1,CRPPA,ENSG00000214960,CDP-L-ribitol pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:37276],7,16087525,16502504,-1
Pdcd2,ENSMUSG00000014771,programmed cell death 2 [Source:MGI Symbol;Acc:MGI:104643],17,15739470,15747563,-1,ortholog_one2one,1,PDCD2,ENSG00000071994,programmed cell death 2 [Source:HGNC Symbol;Acc:HGNC:8762],6,170575295,170584692,-1
Ptprf,ENSMUSG00000033295,"protein tyrosine phosphatase, receptor type, F [Source:MGI Symbol;Acc:MGI:102695]",4,118065410,118148602,-1,ortholog_one2one,1,PTPRF,ENSG00000142949,protein tyrosine phosphatase receptor type F [Source:HGNC Symbol;Acc:HGNC:9670],1,43525187,43623666,1
Rarres2,ENSMUSG00000009281,retinoic acid receptor responder (tazarotene induced) 2 [Source:MGI Symbol;Acc:MGI:1918910],6,48546630,48549723,-1,ortholog_one2one,1,RARRES2,ENSG00000106538,retinoic acid receptor responder 2 [Source:HGNC Symbol;Acc:HGNC:9868],7,150338317,150341662,-1
Ap1ar,ENSMUSG00000074238,adaptor-related protein complex 1 associated regulatory protein [Source:MGI Symbol;Acc:MGI:2384822],3,127600656,127631172,-1,ortholog_one2one,1,AP1AR,ENSG00000138660,adaptor related protein complex 1 associated regulatory protein [Source:HGNC Symbol;Acc:HGNC:28808],4,112231740,112273110,1
Mir326,ENSMUSG00000065571,microRNA 326 [Source:MGI Symbol;Acc:MGI:3619338],7,99201476,99201570,1,ortholog_one2one,1,MIR326,ENSG00000199090,microRNA 326 [Source:HGNC Symbol;Acc:HGNC:31769],11,75335092,75335186,-1
Gpsm1,ENSMUSG00000026930,"G-protein signalling modulator 1 (AGS3-like, C. elegans) [Source:MGI Symbol;Acc:MGI:1915089]",2,26205527,26238249,1,ortholog_one2one,1,GPSM1,ENSG00000160360,G protein signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:17858],9,136327476,136359605,1
Glt1d1,ENSMUSG00000049971,glycosyltransferase 1 domain containing 1 [Source:MGI Symbol;Acc:MGI:2442755],5,127709326,127786438,1,ortholog_one2one,1,GLT1D1,ENSG00000151948,glycosyltransferase 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26483],12,128853427,128984968,1
Ebf1,ENSMUSG00000057098,early B cell factor 1 [Source:MGI Symbol;Acc:MGI:95275],11,44508144,44898918,1,ortholog_one2one,1,EBF1,ENSG00000164330,EBF transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3126],5,158695916,159099916,-1
Catsper2,ENSMUSG00000033486,"cation channel, sperm associated 2 [Source:MGI Symbol;Acc:MGI:2387404]",2,121223112,121244273,-1,ortholog_one2one,1,CATSPER2,ENSG00000166762,cation channel sperm associated 2 [Source:HGNC Symbol;Acc:HGNC:18810],15,43628503,43668118,-1
Lhx2,ENSMUSG00000000247,LIM homeobox protein 2 [Source:MGI Symbol;Acc:MGI:96785],2,38229293,38259745,1,ortholog_one2one,1,LHX2,ENSG00000106689,LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:6594],9,124001670,124033301,1
Spata4,ENSMUSG00000031518,spermatogenesis associated 4 [Source:MGI Symbol;Acc:MGI:1916531],8,55053816,55063133,1,ortholog_one2one,1,SPATA4,ENSG00000150628,spermatogenesis associated 4 [Source:HGNC Symbol;Acc:HGNC:17333],4,176184579,176195585,-1
Fdxacb1,ENSMUSG00000037845,ferredoxin-fold anticodon binding domain containing 1 [Source:MGI Symbol;Acc:MGI:3584513],9,50679536,50684648,1,ortholog_one2one,1,FDXACB1,ENSG00000255561,ferredoxin-fold anticodon binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25110],11,111874056,111881243,-1
Fubp3,ENSMUSG00000026843,far upstream element (FUSE) binding protein 3 [Source:MGI Symbol;Acc:MGI:2443699],2,31462663,31507538,1,ortholog_one2one,1,FUBP3,ENSG00000107164,far upstream element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4005],9,130578965,130638352,1
Mir331,ENSMUSG00000065607,microRNA 331 [Source:MGI Symbol;Acc:MGI:3619347],10,93799630,93799725,-1,ortholog_one2one,1,MIR331,ENSG00000199172,microRNA 331 [Source:HGNC Symbol;Acc:HGNC:31772],12,95308420,95308513,1
Npas1,ENSMUSG00000001988,neuronal PAS domain protein 1 [Source:MGI Symbol;Acc:MGI:109205],7,16189646,16211653,-1,ortholog_one2one,1,NPAS1,ENSG00000130751,neuronal PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:7894],19,47019837,47045775,1
Atad1,ENSMUSG00000013662,"ATPase family, AAA domain containing 1 [Source:MGI Symbol;Acc:MGI:1915229]",19,32649038,32717186,-1,ortholog_one2one,1,ATAD1,ENSG00000138138,ATPase family AAA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25903],10,87751512,87841361,-1
Atoh8,ENSMUSG00000037621,atonal bHLH transcription factor 8 [Source:MGI Symbol;Acc:MGI:1918343],6,72183161,72212561,-1,ortholog_one2one,1,ATOH8,ENSG00000168874,atonal bHLH transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24126],2,85751344,85791383,1
Rnf122,ENSMUSG00000039328,ring finger protein 122 [Source:MGI Symbol;Acc:MGI:1916117],8,31601848,31621510,1,ortholog_one2one,1,RNF122,ENSG00000133874,ring finger protein 122 [Source:HGNC Symbol;Acc:HGNC:21147],8,33547754,33567128,-1
Kmt5b,ENSMUSG00000045098,lysine methyltransferase 5B [Source:MGI Symbol;Acc:MGI:2444557],19,3817421,3868303,1,ortholog_one2one,1,KMT5B,ENSG00000110066,lysine methyltransferase 5B [Source:HGNC Symbol;Acc:HGNC:24283],11,68154863,68213828,-1
Alpk3,ENSMUSG00000038763,alpha-kinase 3 [Source:MGI Symbol;Acc:MGI:2151224],7,80707348,80755360,1,ortholog_one2one,1,ALPK3,ENSG00000136383,alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:17574],15,84817356,84873479,1
Sacs,ENSMUSG00000048279,sacsin [Source:MGI Symbol;Acc:MGI:1354724],14,61375906,61478144,1,ortholog_one2one,1,SACS,ENSG00000151835,sacsin molecular chaperone [Source:HGNC Symbol;Acc:HGNC:10519],13,23288689,23433763,-1
Pnrc1,ENSMUSG00000040128,proline-rich nuclear receptor coactivator 1 [Source:MGI Symbol;Acc:MGI:1917838],4,33245423,33290163,-1,ortholog_one2one,1,PNRC1,ENSG00000146278,proline rich nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:17278],6,89080751,89085160,1
Tfb1m,ENSMUSG00000036983,"transcription factor B1, mitochondrial [Source:MGI Symbol;Acc:MGI:2146851]",17,3569531,3608056,-1,ortholog_one2one,1,TFB1M,ENSG00000029639,"transcription factor B1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17037]",6,155256134,155314493,-1
Lef1,ENSMUSG00000027985,lymphoid enhancer binding factor 1 [Source:MGI Symbol;Acc:MGI:96770],3,130904120,131018005,1,ortholog_one2one,1,LEF1,ENSG00000138795,lymphoid enhancer binding factor 1 [Source:HGNC Symbol;Acc:HGNC:6551],4,108047545,108168956,-1
Dtnbp1,ENSMUSG00000057531,dystrobrevin binding protein 1 [Source:MGI Symbol;Acc:MGI:2137586],13,45075551,45155623,-1,ortholog_one2one,1,DTNBP1,ENSG00000047579,dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328],6,15522807,15663058,-1
Synj2bp,ENSMUSG00000090935,synaptojanin 2 binding protein [Source:MGI Symbol;Acc:MGI:1344347],12,81544715,81579685,-1,ortholog_one2one,1,SYNJ2BP,ENSG00000213463,synaptojanin 2 binding protein [Source:HGNC Symbol;Acc:HGNC:18955],14,70366499,70417090,-1
Lrrc49,ENSMUSG00000047766,leucine rich repeat containing 49 [Source:MGI Symbol;Acc:MGI:2442689],9,60476142,60595441,-1,ortholog_one2one,1,LRRC49,ENSG00000137821,leucine rich repeat containing 49 [Source:HGNC Symbol;Acc:HGNC:25965],15,70853239,71053658,1
Slc6a1,ENSMUSG00000030310,"solute carrier family 6 (neurotransmitter transporter, GABA), member 1 [Source:MGI Symbol;Acc:MGI:95627]",6,114259596,114294493,1,ortholog_one2one,1,SLC6A1,ENSG00000157103,solute carrier family 6 member 1 [Source:HGNC Symbol;Acc:HGNC:11042],3,10992186,11039247,1
Ap4s1,ENSMUSG00000020955,"adaptor-related protein complex AP-4, sigma 1 [Source:MGI Symbol;Acc:MGI:1337065]",12,51737816,51791569,1,ortholog_one2one,1,AP4S1,ENSG00000100478,adaptor related protein complex 4 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:575],14,31025106,31130996,1
Prom2,ENSMUSG00000027376,prominin 2 [Source:MGI Symbol;Acc:MGI:2138997],2,127368393,127383387,-1,ortholog_one2one,1,PROM2,ENSG00000155066,prominin 2 [Source:HGNC Symbol;Acc:HGNC:20685],2,95274449,95291308,1
Jchain,ENSMUSG00000067149,immunoglobulin joining chain [Source:MGI Symbol;Acc:MGI:96493],5,88667668,88675750,-1,ortholog_one2one,1,JCHAIN,ENSG00000132465,joining chain of multimeric IgA and IgM [Source:HGNC Symbol;Acc:HGNC:5713],4,70655541,70681817,-1
Med12,ENSMUSG00000079487,mediator complex subunit 12 [Source:MGI Symbol;Acc:MGI:1926212],X,100317636,100341071,1,ortholog_one2one,1,MED12,ENSG00000184634,mediator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:11957],X,71118543,71144103,1
Jph4,ENSMUSG00000022208,junctophilin 4 [Source:MGI Symbol;Acc:MGI:2443113],14,55344283,55354392,-1,ortholog_one2one,1,JPH4,ENSG00000092051,junctophilin 4 [Source:HGNC Symbol;Acc:HGNC:20156],14,23568038,23578790,-1
Skiv2l,ENSMUSG00000040356,superkiller viralicidic activity 2-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1099835],17,35058204,35069186,-1,ortholog_one2one,1,SKIV2L,ENSG00000204351,Ski2 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:10898],6,31959117,31969751,1
Stim2,ENSMUSG00000039156,stromal interaction molecule 2 [Source:MGI Symbol;Acc:MGI:2151156],5,54155841,54278399,1,ortholog_one2one,1,STIM2,ENSG00000109689,stromal interaction molecule 2 [Source:HGNC Symbol;Acc:HGNC:19205],4,26857601,27025381,1
Gla,ENSMUSG00000031266,"galactosidase, alpha [Source:MGI Symbol;Acc:MGI:1347344]",X,133488898,133501874,-1,ortholog_one2one,1,GLA,ENSG00000102393,galactosidase alpha [Source:HGNC Symbol;Acc:HGNC:4296],X,101393273,101408012,-1
Cdk17,ENSMUSG00000020015,cyclin-dependent kinase 17 [Source:MGI Symbol;Acc:MGI:97517],10,92996737,93102933,1,ortholog_one2one,1,CDK17,ENSG00000059758,cyclin dependent kinase 17 [Source:HGNC Symbol;Acc:HGNC:8750],12,96278261,96400480,-1
Soat2,ENSMUSG00000023045,sterol O-acyltransferase 2 [Source:MGI Symbol;Acc:MGI:1332226],15,102058961,102071904,1,ortholog_one2one,1,SOAT2,ENSG00000167780,sterol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:11178],12,53103486,53124535,1
Pigu,ENSMUSG00000038383,"phosphatidylinositol glycan anchor biosynthesis, class U [Source:MGI Symbol;Acc:MGI:3039607]",2,155120163,155199350,-1,ortholog_one2one,1,PIGU,ENSG00000101464,phosphatidylinositol glycan anchor biosynthesis class U [Source:HGNC Symbol;Acc:HGNC:15791],20,34560542,34698790,-1
Ifit2,ENSMUSG00000045932,interferon-induced protein with tetratricopeptide repeats 2 [Source:MGI Symbol;Acc:MGI:99449],19,34528094,34553819,1,ortholog_one2one,1,IFIT2,ENSG00000119922,interferon induced protein with tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:5409],10,89283694,89309271,1
Snord100,ENSMUSG00002076971,"small nucleolar RNA, C/D box 100 [Source:NCBI gene (formerly Entrezgene);Acc:100529075]",10,23661648,23661721,-1,ortholog_one2one,1,SNORD100,ENSG00000221500,"small nucleolar RNA, C/D box 100 [Source:HGNC Symbol;Acc:HGNC:32763]",6,132816802,132816877,1
Crip2,ENSMUSG00000006356,cysteine rich protein 2 [Source:MGI Symbol;Acc:MGI:1915587],12,113103856,113109126,1,ortholog_one2one,1,CRIP2,ENSG00000182809,cysteine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2361],14,105472962,105480162,1
Pias1,ENSMUSG00000032405,protein inhibitor of activated STAT 1 [Source:MGI Symbol;Acc:MGI:1913125],9,62785650,62895206,-1,ortholog_one2one,1,PIAS1,ENSG00000033800,protein inhibitor of activated STAT 1 [Source:HGNC Symbol;Acc:HGNC:2752],15,68054309,68198603,1
Esrra,ENSMUSG00000024955,"estrogen related receptor, alpha [Source:MGI Symbol;Acc:MGI:1346831]",19,6888345,6899208,-1,ortholog_one2one,1,ESRRA,ENSG00000173153,estrogen related receptor alpha [Source:HGNC Symbol;Acc:HGNC:3471],11,64305497,64316743,1
Phex,ENSMUSG00000057457,"phosphate regulating endopeptidase homolog, X-linked [Source:MGI Symbol;Acc:MGI:107489]",X,155945071,156198308,-1,ortholog_one2one,1,PHEX,ENSG00000102174,phosphate regulating endopeptidase homolog X-linked [Source:HGNC Symbol;Acc:HGNC:8918],X,22032325,22494713,1
Egfl8,ENSMUSG00000015467,EGF-like domain 8 [Source:MGI Symbol;Acc:MGI:1932094],17,34832323,34834945,-1,ortholog_one2one,1,EGFL8,ENSG00000241404,EGF like domain multiple 8 [Source:HGNC Symbol;Acc:HGNC:13944],6,32164595,32168281,1
Iqub,ENSMUSG00000046192,IQ motif and ubiquitin domain containing [Source:MGI Symbol;Acc:MGI:3041159],6,24444864,24515066,-1,ortholog_one2one,1,IQUB,ENSG00000164675,IQ motif and ubiquitin domain containing [Source:HGNC Symbol;Acc:HGNC:21995],7,123452193,123535077,-1
Gpsm3,ENSMUSG00000034786,"G-protein signalling modulator 3 (AGS3-like, C. elegans) [Source:MGI Symbol;Acc:MGI:2146785]",17,34808780,34810728,1,ortholog_one2one,1,GPSM3,ENSG00000213654,G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:13945],6,32190766,32195523,-1
Xdh,ENSMUSG00000024066,xanthine dehydrogenase [Source:MGI Symbol;Acc:MGI:98973],17,74190890,74257191,-1,ortholog_one2one,1,XDH,ENSG00000158125,xanthine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12805],2,31334321,31414742,-1
Tacc1,ENSMUSG00000065954,"transforming, acidic coiled-coil containing protein 1 [Source:MGI Symbol;Acc:MGI:2443510]",8,25644568,25746604,-1,ortholog_one2one,1,TACC1,ENSG00000147526,transforming acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11522],8,38728186,38853028,1
Olfr730,ENSMUSG00000109835,olfactory receptor 730 [Source:MGI Symbol;Acc:MGI:3030564],14,50420753,50425655,-1,ortholog_one2one,1,OR4K2,ENSG00000165762,olfactory receptor family 4 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:14728],14,19875142,19883932,1
Ubp1,ENSMUSG00000009741,upstream binding protein 1 [Source:MGI Symbol;Acc:MGI:104889],9,113760002,113806270,1,ortholog_one2one,1,UBP1,ENSG00000153560,upstream binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12507],3,33388336,33441371,-1
Dnmbp,ENSMUSG00000025195,dynamin binding protein [Source:MGI Symbol;Acc:MGI:1917352],19,43835260,43928630,-1,ortholog_one2one,1,DNMBP,ENSG00000107554,dynamin binding protein [Source:HGNC Symbol;Acc:HGNC:30373],10,99875577,100009947,-1
Tmem132d,ENSMUSG00000034310,transmembrane protein 132D [Source:MGI Symbol;Acc:MGI:3044963],5,127858694,128510141,-1,ortholog_one2one,1,TMEM132D,ENSG00000151952,transmembrane protein 132D [Source:HGNC Symbol;Acc:HGNC:29411],12,129071725,129904025,-1
Paqr3,ENSMUSG00000055725,progestin and adipoQ receptor family member III [Source:MGI Symbol;Acc:MGI:2679683],5,97230188,97259455,-1,ortholog_one2one,1,PAQR3,ENSG00000163291,progestin and adipoQ receptor family member 3 [Source:HGNC Symbol;Acc:HGNC:30130],4,78887127,78939438,-1
Dbr1,ENSMUSG00000032469,debranching RNA lariats 1 [Source:MGI Symbol;Acc:MGI:1931520],9,99457852,99466554,1,ortholog_one2one,1,DBR1,ENSG00000138231,debranching RNA lariats 1 [Source:HGNC Symbol;Acc:HGNC:15594],3,138160988,138174921,-1
Gsto2,ENSMUSG00000025069,glutathione S-transferase omega 2 [Source:MGI Symbol;Acc:MGI:1915464],19,47853973,47874763,1,ortholog_one2one,1,GSTO2,ENSG00000065621,glutathione S-transferase omega 2 [Source:HGNC Symbol;Acc:HGNC:23064],10,104268873,104304950,1
Sidt2,ENSMUSG00000034908,"SID1 transmembrane family, member 2 [Source:MGI Symbol;Acc:MGI:2446134]",9,45849155,45866556,-1,ortholog_one2one,1,SIDT2,ENSG00000149577,SID1 transmembrane family member 2 [Source:HGNC Symbol;Acc:HGNC:24272],11,117178736,117197445,1
Tg,ENSMUSG00000053469,thyroglobulin [Source:MGI Symbol;Acc:MGI:98733],15,66542602,66722570,1,ortholog_one2one,1,TG,ENSG00000042832,thyroglobulin [Source:HGNC Symbol;Acc:HGNC:11764],8,132866958,133134903,1
Mir206,ENSMUSG00000065559,microRNA 206 [Source:MGI Symbol;Acc:MGI:2676881],1,20749234,20749306,1,ortholog_one2one,1,MIR206,ENSG00000207604,microRNA 206 [Source:HGNC Symbol;Acc:HGNC:31584],6,52144349,52144434,1
Vcpkmt,ENSMUSG00000049882,valosin containing protein lysine (K) methyltransferase [Source:MGI Symbol;Acc:MGI:2684917],12,69624402,69629884,-1,ortholog_one2one,1,VCPKMT,ENSG00000100483,valosin containing protein lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:20352],14,50108632,50116600,-1
Cacna2d1,ENSMUSG00000040118,"calcium channel, voltage-dependent, alpha2/delta subunit 1 [Source:MGI Symbol;Acc:MGI:88295]",5,16139689,16579509,1,ortholog_one2one,1,CACNA2D1,ENSG00000153956,calcium voltage-gated channel auxiliary subunit alpha2delta 1 [Source:HGNC Symbol;Acc:HGNC:1399],7,81946444,82443777,-1
Jup,ENSMUSG00000001552,junction plakoglobin [Source:MGI Symbol;Acc:MGI:96650],11,100259784,100288589,-1,ortholog_one2one,1,JUP,ENSG00000173801,junction plakoglobin [Source:HGNC Symbol;Acc:HGNC:6207],17,41754604,41786931,-1
Vwa8,ENSMUSG00000058997,von Willebrand factor A domain containing 8 [Source:MGI Symbol;Acc:MGI:1919008],14,79086492,79439750,1,ortholog_one2one,1,VWA8,ENSG00000102763,von Willebrand factor A domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29071],13,41566835,41961120,-1
Akt1,ENSMUSG00000001729,thymoma viral proto-oncogene 1 [Source:MGI Symbol;Acc:MGI:87986],12,112620255,112641318,-1,ortholog_one2one,1,AKT1,ENSG00000142208,AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391],14,104769349,104795751,-1
Gjb5,ENSMUSG00000042357,"gap junction protein, beta 5 [Source:MGI Symbol;Acc:MGI:95723]",4,127248602,127251974,-1,ortholog_one2one,1,GJB5,ENSG00000189280,gap junction protein beta 5 [Source:HGNC Symbol;Acc:HGNC:4287],1,34755047,34758512,1
Pyurf,ENSMUSG00000043162,Pigy upstream reading frame [Source:MGI Symbol;Acc:MGI:1913709],6,57663561,57669063,-1,ortholog_one2one,1,PYURF,ENSG00000145337,PIGY upstream open reading frame [Source:HGNC Symbol;Acc:HGNC:44317],4,88520998,88523776,-1
Mrpl57,ENSMUSG00000021967,mitochondrial ribosomal protein L57 [Source:MGI Symbol;Acc:MGI:1915090],14,58063691,58066753,1,ortholog_one2one,1,MRPL57,ENSG00000173141,mitochondrial ribosomal protein L57 [Source:HGNC Symbol;Acc:HGNC:14514],13,21176658,21179084,1
Emc8,ENSMUSG00000031819,ER membrane protein complex subunit 8 [Source:MGI Symbol;Acc:MGI:1343095],8,121380653,121395312,-1,ortholog_one2one,1,EMC8,ENSG00000131148,ER membrane protein complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:7864],16,85771758,85799608,-1
Rhbdf1,ENSMUSG00000020282,rhomboid 5 homolog 1 [Source:MGI Symbol;Acc:MGI:104328],11,32159585,32172300,-1,ortholog_one2one,1,RHBDF1,ENSG00000007384,rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561],16,58059,76355,-1
Usp44,ENSMUSG00000020020,ubiquitin specific peptidase 44 [Source:MGI Symbol;Acc:MGI:3045318],10,93667417,93693950,1,ortholog_one2one,1,USP44,ENSG00000136014,ubiquitin specific peptidase 44 [Source:HGNC Symbol;Acc:HGNC:20064],12,95516560,95551476,-1
Ncr1,ENSMUSG00000062524,natural cytotoxicity triggering receptor 1 [Source:MGI Symbol;Acc:MGI:1336212],7,4340723,4348163,1,ortholog_one2one,1,NCR1,ENSG00000189430,natural cytotoxicity triggering receptor 1 [Source:HGNC Symbol;Acc:HGNC:6731],19,54906148,54916140,1
Dio2,ENSMUSG00000007682,"deiodinase, iodothyronine, type II [Source:MGI Symbol;Acc:MGI:1338833]",12,90691326,90705212,-1,ortholog_one2one,1,DIO2,ENSG00000211448,iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884],14,80197526,80387757,-1
